year,month,avg_acousticness,avg_duration,avg_speechiness,avg_valence,avg_tempo
1982,2,0.4666621111111111,239175.9814814815,0.04865185185185185,0.4547703703703704,115.90735185185186
1982,3,0.26038265753424655,260782.01369863015,0.06445068493150685,0.6080931506849315,119.51302739726026
1982,4,0.20875144444444446,234256.77777777778,0.05193086419753087,0.6217493827160494,125.19682716049383
1982,5,0.22151003617647058,268420.16911764705,0.060010294117647064,0.5818639705882352,118.40063970588234
1982,6,0.2841812805755396,267893.61151079135,0.042935971223021584,0.5316568345323741,122.89995683453238
1982,7,0.31359913513513515,246272.62162162163,0.06524864864864865,0.6711081081081081,119.4488108108108
1982,8,0.2924519268292683,271694.0731707317,0.050197560975609755,0.7228780487804879,120.05482926829268
1982,9,0.282534987012987,298004.2207792208,0.053977922077922076,0.5425571428571428,120.61761038961039
1982,10,0.2292489313043478,271378.7826086957,0.06478695652173913,0.6347808695652173,130.41331304347824
1982,11,0.22291187993150685,251158.7123287671,0.10129657534246576,0.5968191780821918,119.25627397260274
1982,12,0.4173891948,307170.88,0.042679999999999996,0.6264,124.59036
1983,1,0.35377056531645573,257917.74430379746,0.08665822784810126,0.5348524050632911,116.17257215189873
1983,2,0.18192953846153845,242359.63076923077,0.05043076923076923,0.5923338461538461,129.5798769230769
1983,3,0.31303226495726494,235942.5811965812,0.05189572649572649,0.5614042735042735,123.53597435897437
1983,4,0.1838122947368421,257157.19736842104,0.06755657894736841,0.6810052631578948,122.88194736842105
1983,5,0.22287443967032966,289332.2417582418,0.058072527472527474,0.6686439560439561,122.70454945054945
1983,6,0.2950317494382022,268653.4382022472,0.05387078651685393,0.5528426966292135,125.28278651685393
1983,7,0.24388089811320754,260786.3396226415,0.08311792452830188,0.5375179245283019,126.96518867924527
1983,8,0.170582035443038,248175.31645569621,0.06314430379746835,0.6023291139240506,122.7513924050633
1983,9,0.3994352727272727,228113.58585858587,0.08498787878787879,0.6185333333333334,116.38420202020203
1983,10,0.2375373959493671,236370.48101265822,0.06009367088607595,0.5434253164556961,122.99208860759494
1983,11,0.31241915232558143,266252.82558139536,0.05615,0.5480558139534885,121.89366279069768
1983,12,0.23643875555555555,296729.1388888889,0.053613888888888885,0.5937638888888889,123.60919444444446
1984,1,0.387336334125,240210.7875,0.05985854166666667,0.5859902083333334,120.57304791666667
1984,2,0.15824867910447762,253066.08955223882,0.04997462686567164,0.6131537313432835,120.90937313432836
1984,3,0.203048109375,259698.46875,0.0638109375,0.5711390625,126.85165625
1984,4,0.3337387777777778,256178.52380952382,0.04321587301587301,0.626115873015873,125.04658730158731
1984,5,0.19287940088495575,260822.5221238938,0.08290707964601769,0.6493805309734513,115.21253982300885
1984,6,0.22095580270833334,236656.40625,0.061277083333333336,0.58949375,129.77039583333334
1984,7,0.18484080865384614,260658.67307692306,0.0994,0.5152913461538462,123.20667307692308
1984,8,0.21956505,240315.43181818182,0.06308409090909091,0.4581068181818182,116.64259090909091
1984,9,0.16678681395348838,281596.56976744183,0.051719767441860465,0.5683837209302326,122.30118604651163
1984,10,0.1929214752,257514.584,0.052570399999999996,0.53992968,125.19439999999999
1984,11,0.19002181428571427,272661.7582417582,0.04156043956043956,0.5795791208791209,123.71997802197802
1984,12,0.5320371875,253356.96875,0.052509375,0.391903125,116.1684375
1985,1,0.36428568761999996,243120.312,0.048492600000000004,0.5832455999999999,120.42465399999999
1985,2,0.26124951785714284,287214.59821428574,0.051837499999999995,0.5657857142857143,121.07319642857144
1985,3,0.227185,267868.375,0.06260625,0.667625,121.0275625
1985,4,0.3118672727272727,254393.51515151514,0.04529393939393939,0.5673909090909091,119.79978787878788
1985,5,0.3124920833333333,294484.9,0.04834,0.5704483333333333,118.20241666666668
1985,6,0.2071075538011696,235777.9298245614,0.06015438596491229,0.590529239766082,124.46126900584795
1985,7,0.26815273170731707,263246.03658536583,0.041790243902439024,0.6112560975609755,122.71485365853658
1985,8,0.33050263529411766,219604.35294117648,0.052230588235294126,0.6189964705882353,120.3302705882353
1985,9,0.39368723170731706,244186.03658536586,0.06147439024390244,0.5765085365853658,116.92593902439025
1985,10,0.2204619484761905,301012.75238095236,0.05581238095238095,0.5191695238095237,125.91473333333334
1985,11,0.12593226056603773,249318.6603773585,0.06701132075471698,0.583561320754717,126.70430188679245
1985,12,0.21580195833333335,286285.5416666667,0.07863333333333333,0.6004583333333333,134.15354166666665
1986,1,0.33971145086580085,239710.47835497835,0.05117077922077922,0.5710391774891775,117.60803896103896
1986,2,0.24134940677966102,259868.38983050847,0.05427627118644068,0.6039966101694915,121.86127118644069
1986,3,0.2005786081632653,285131.17346938775,0.05558775510204081,0.5170091836734694,115.7205918367347
1986,4,0.3954432756756757,246569.6081081081,0.24739189189189187,0.5061783783783784,120.56416216216216
1986,5,0.154805635,301587.6111111111,0.08400277777777777,0.5571583333333333,120.06168055555557
1986,6,0.22928617361111112,260217.5,0.04757708333333333,0.6056861111111111,119.09131250000002
1986,7,0.2703424642857143,240071.19642857142,0.040369642857142854,0.6213232142857142,125.57378571428572
1986,8,0.3495088372093023,268185.27906976745,0.06298372093023255,0.6215813953488373,123.19634883720931
1986,9,0.13489307692307692,262968.23076923075,0.06276057692307692,0.5511855769230769,125.97109615384616
1986,10,0.21474870675675675,247249.2027027027,0.04175135135135135,0.6553783783783783,120.5442972972973
1986,11,0.3146554238095238,254864.64880952382,0.08135892857142857,0.5432958333333333,122.25944047619048
1986,12,0.25505327272727274,273645.7878787879,0.09195757575757577,0.5897272727272727,124.79648484848487
1987,1,0.41483138053061225,244416.16734693878,0.05862673469387755,0.5669806122448979,117.74051836734694
1987,2,0.3799756896551724,246399.0344827586,0.06730689655172414,0.6610068965517242,116.46472413793103
1987,3,0.2468833795620438,261612.47445255474,0.04607956204379562,0.4497416058394161,124.32790510948904
1987,4,0.1912201870212766,246745.68085106384,0.04484574468085107,0.5591510638297873,124.32903191489362
1987,5,0.5153660869565218,231470.4347826087,0.06283478260869566,0.4795717391304348,112.83884782608696
1987,6,0.362138286,273400.28,0.044054,0.508194,123.15752
1987,7,0.17778753137254902,258322.00980392157,0.06946176470588235,0.5579117647058823,123.61654901960785
1987,8,0.2289327782300885,265634.34513274336,0.05652212389380531,0.5243539823008849,114.86437168141592
1987,9,0.2875205312598425,233520.28346456692,0.04328110236220472,0.5391299212598425,125.4783937007874
1987,10,0.29269815346534656,257267.1683168317,0.06161683168316832,0.5178158415841584,118.64647524752475
1987,11,0.3361535135135135,248658.56756756757,0.037845945945945945,0.569854054054054,120.26486486486488
1987,12,0.20558046428571428,230537.2142857143,0.09564642857142858,0.5046017857142857,135.82155357142855
1988,1,0.36558947613168724,245780.6769547325,0.058841769547325104,0.556401646090535,120.62819547325103
1988,2,0.3614403333333333,285124.0869565217,0.055089855072463764,0.5050594202898551,120.16102898550726
1988,3,0.3024981433628318,234153.97345132745,0.0561353982300885,0.645204424778761,124.53284955752213
1988,4,0.1899157714285714,254594.24489795917,0.06165918367346939,0.5395877551020408,116.20716326530612
1988,5,0.20044057641509433,269479.141509434,0.06406698113207547,0.5316953773584906,121.79612264150943
1988,6,0.24885002539473686,274589.7368421053,0.12748684210526315,0.6009986842105263,109.72294736842105
1988,7,0.30284827586206897,256861.93103448275,0.04316206896551724,0.6357586206896552,120.96337931034483
1988,8,0.18725273999999997,251675.83018867925,0.1338301886792453,0.5740358490566038,119.64041509433962
1988,9,0.1012334202484472,298995.900621118,0.09513975155279504,0.5381434782608695,120.47726086956521
1988,10,0.22563353986928106,278220.33986928104,0.051060130718954246,0.5364450980392157,124.36733986928105
1988,11,0.29636507019230773,264068.8076923077,0.06216602564102564,0.5460628205128205,119.6204358974359
1988,12,0.22699533333333333,232748.38888888888,0.07951111111111112,0.6441055555555555,120.5353888888889
1989,1,0.34200654601226993,260540.9672801636,0.06751042944785277,0.5762875255623722,120.09747034764827
1989,2,0.31164675675675674,271896.97297297296,0.04967837837837838,0.5809729729729729,120.40491891891892
1989,3,0.3605811873134328,259488.1791044776,0.08613582089552238,0.5814149253731343,117.2432985074627
1989,4,0.16522391702127662,247419.82978723405,0.07362978723404255,0.4840297872340426,125.97691489361702
1989,5,0.24695340630630633,293796.1081081081,0.05508738738738739,0.5106594594594595,121.59393693693693
1989,6,0.25027667414285715,253532.25714285715,0.05703285714285714,0.5978764285714285,123.78704285714286
1989,7,0.2735354707070707,211751.202020202,0.11335454545454544,0.5168151515151514,121.07479797979799
1989,8,0.32713021772151896,234003.55696202532,0.06167215189873417,0.5151240506329114,121.18126582278481
1989,9,0.33081271186440675,270017.18644067796,0.04854406779661017,0.4927974576271187,118.85644067796609
1989,10,0.25351066899224806,266260.6976744186,0.05021550387596899,0.5488658914728682,116.92970542635659
1989,11,0.2906365,269001.4,0.05814333333333333,0.5903833333333334,120.8501
1989,12,0.6674976176470588,253472.0588235294,0.04591176470588235,0.6048823529411764,112.6954705882353
1990,1,0.3544907057553957,258460.33992805754,0.06577913669064749,0.5389507194244605,119.58494424460433
1990,2,0.22338491803571428,249495.0,0.06230357142857142,0.5750785714285714,122.89371428571428
1990,3,0.2512210909090909,254025.15454545454,0.11029909090909092,0.49996999999999997,120.4210090909091
1990,4,0.29514706795180723,261417.9518072289,0.12622168674698794,0.5421397590361445,107.825578313253
1990,5,0.2222117906976744,251606.72093023255,0.08277906976744186,0.48875348837209304,122.05937209302326
1990,6,0.3706156626506024,250881.73493975904,0.0424,0.5575650602409639,123.61554216867471
1990,7,0.2478223789719626,252893.57943925232,0.057402803738317756,0.5328476635514019,116.21376635514018
1990,8,0.2690651764044944,246637.95505617978,0.08642247191011236,0.5247730337078651,118.23508988764046
1990,9,0.21475640415094338,255641.27358490566,0.055974528301886796,0.42949716981132074,120.67688679245283
1990,10,0.22194787320610687,254548.0,0.05558473282442748,0.559018320610687,120.6778396946565
1990,11,0.3218860388349515,283273.12621359224,0.08286407766990292,0.5574669902912621,117.83145631067961
1990,12,0.4171894736842105,377561.5789473684,0.05878947368421052,0.5153631578947369,123.54005263157894
1991,1,0.39406654630232557,234270.88139534884,0.06861860465116279,0.5706311627906977,117.37834418604652
1991,2,0.3394009651666667,251479.91666666666,0.08243500000000001,0.5258533333333334,123.04245
1991,3,0.27565655056338023,274358.3521126761,0.05623239436619719,0.44647887323943664,117.25633802816903
1991,4,0.2797181111111111,239681.81944444444,0.046325,0.57125,121.24834722222221
1991,5,0.20436570588235295,242837.98039215687,0.14208235294117647,0.6682941176470588,120.72633333333333
1991,6,0.2580068676470588,282023.98529411765,0.052136764705882355,0.5188308823529413,118.52201470588236
1991,7,0.22957837462686564,231655.38805970148,0.08589253731343283,0.5851164179104477,127.62807462686567
1991,8,0.19714698540145983,263104.67883211677,0.07126788321167883,0.5656007299270074,117.85432846715328
1991,9,0.23322163607913668,252457.89568345324,0.07741330935251799,0.48113273381294963,122.50708273381294
1991,10,0.3930551422,252276.3,0.07583999999999999,0.487974,118.08689
1991,11,0.332254536015625,255364.6328125,0.08030625,0.43425859375,114.580265625
1991,12,0.6185953249999999,189612.35,0.06704249999999999,0.7647833333333334,124.938525
1992,1,0.3693195000161551,230161.01615508884,0.06489014539579968,0.5643836833602585,121.92129402261713
1992,2,0.27089876453333334,271037.08,0.05882400000000001,0.500068,119.64338666666667
1992,3,0.21938180416666667,289063.40277777775,0.08915972222222221,0.5300958333333333,129.03981944444445
1992,4,0.28680755509433964,238525.18867924527,0.08513962264150944,0.5497150943396226,120.92635849056603
1992,5,0.3841594494166667,232094.11666666667,0.0849875,0.6434808333333334,128.23418333333333
1992,6,0.2450764888732394,248639.97183098592,0.0824669014084507,0.5743978873239436,118.36485915492959
1992,7,0.27266013,249278.45454545456,0.09090454545454546,0.5992556818181818,128.89838636363635
1992,8,0.40074650984615384,257371.93846153846,0.047043076923076924,0.6019846153846153,113.31510769230769
1992,9,0.2492020328235294,285593.8588235294,0.08291882352941177,0.41840470588235296,123.11562352941176
1992,10,0.2394884121495327,251893.04672897197,0.06764859813084112,0.5315084112149533,126.77020560747664
1992,11,0.29262134959349595,244876.15447154472,0.10336991869918699,0.6132243902439024,122.29592682926828
1992,12,0.3310737536231884,223850.14492753622,0.13385362318840582,0.6297927536231884,116.59420289855072
1993,1,0.3066011883064516,240971.08870967742,0.06762399193548387,0.6031354838709677,121.70586693548387
1993,2,0.1998692171875,251300.03125,0.09995703125,0.59296484375,124.19178125
1993,3,0.21343088441860464,261785.05813953487,0.07144418604651162,0.5217325581395349,116.42595348837209
1993,4,0.2943138262295082,264963.0655737705,0.05827049180327869,0.5426885245901639,125.66586885245903
1993,5,0.38667268170731706,258911.18292682926,0.06528780487804878,0.43802804878048784,119.22763414634146
1993,6,0.3117850102040816,262278.6530612245,0.07960612244897959,0.5419173469387755,116.37330612244898
1993,7,0.2239418188888889,258588.57777777777,0.0910288888888889,0.5056955555555556,111.88656666666665
1993,8,0.2918335136458333,243689.8125,0.06652916666666667,0.575915625,124.48497916666668
1993,9,0.20633871299999998,237566.0357142857,0.07692,0.5582857142857143,124.93965714285714
1993,10,0.30992043368794325,247764.43262411348,0.08185035460992908,0.5845092198581561,121.67541134751774
1993,11,0.3286780459124088,286092.45255474455,0.1386043795620438,0.5270671532846716,113.17320437956204
1993,12,0.27619937777777775,277764.7111111111,0.07110666666666667,0.6416533333333334,114.26457777777777
1994,1,0.3538689871179884,251438.46228239845,0.06540309477756287,0.5601114119922631,117.27724951644102
1994,2,0.22161521020408162,237417.81632653062,0.07369183673469387,0.6160040816326531,125.64355102040815
1994,3,0.26369560193548386,237853.6258064516,0.07623032258064516,0.5781251612903225,119.65553548387096
1994,4,0.2041547200980392,245579.57843137256,0.11485294117647059,0.5648872549019608,124.73042156862746
1994,5,0.2717667326446281,249778.9173553719,0.09738760330578512,0.5469371900826446,119.68490082644628
1994,6,0.2305923175925926,249678.0648148148,0.07440740740740741,0.522599074074074,118.10009259259259
1994,7,0.24229406975,217042.0375,0.061953749999999995,0.52820125,120.6383
1994,8,0.27273295806451614,252539.7311827957,0.06703548387096775,0.4800924731182796,117.15977419354839
1994,9,0.30325554458598725,258526.63694267516,0.12977388535031847,0.5207464968152866,118.63143949044586
1994,10,0.2346189220689655,268329.55862068967,0.06367034482758621,0.5078689655172414,117.56758620689655
1994,11,0.29889784536082475,249875.0,0.08701958762886597,0.45757113402061855,124.93886597938145
1994,12,0.44050066666666665,282222.26666666666,0.06263333333333333,0.6378933333333333,116.08500000000001
1995,1,0.37639243996212124,238261.60795454544,0.07294090909090908,0.5356488636363637,115.78214772727273
1995,2,0.37596472608695647,250792.84782608695,0.04912391304347826,0.5503260869565217,121.35693478260869
1995,3,0.21574374596774193,254824.4758064516,0.1075758064516129,0.5483032258064516,123.62815322580644
1995,4,0.24307148166666664,253130.82142857142,0.12574880952380954,0.5399547619047619,116.71603571428571
1995,5,0.30779887901960784,227378.45098039217,0.10242941176470588,0.5816862745098039,125.84845098039216
1995,6,0.28479806564885496,250628.03053435116,0.06351679389312978,0.5476633587786259,120.6454503816794
1995,7,0.17786356875,247703.07291666666,0.117215625,0.5666260416666666,120.83744791666668
1995,8,0.24802772941176468,253810.26470588235,0.0838014705882353,0.5773794117647059,131.56035294117646
1995,9,0.22048938971962617,271688.8224299065,0.060210280373831776,0.48862803738317756,117.47267289719628
1995,10,0.17939495933701657,261745.14917127072,0.08747292817679557,0.5441900552486189,123.84167403314918
1995,11,0.37946487903225806,251772.67741935485,0.0750766129032258,0.5022064516129032,112.16602419354838
1995,12,0.49802083333333336,232922.20833333334,0.043399999999999994,0.6422291666666667,120.59766666666667
1996,1,0.3576201229236499,235474.83240223464,0.06926517690875232,0.5909109869646183,117.22853445065176
1996,2,0.30742326172839507,251266.9135802469,0.12179259259259259,0.592441975308642,122.32274074074074
1996,3,0.42551254888888884,206921.16666666666,0.05643555555555556,0.5642377777777777,129.72358888888888
1996,4,0.24585420400000002,268490.392,0.0669848,0.5746808,119.32930400000001
1996,5,0.3355150056818182,257782.5909090909,0.07450340909090909,0.4552511363636364,121.58430681818182
1996,6,0.245969034673913,272317.98913043475,0.09759673913043478,0.5568152173913044,109.18760869565217
1996,7,0.18034929861111113,262217.5,0.14290277777777777,0.5602166666666667,108.85677777777778
1996,8,0.25141942352941177,251949.9411764706,0.10066000000000001,0.5295447058823529,114.20945882352942
1996,9,0.2210914752906977,239022.9534883721,0.0744703488372093,0.5350691860465117,117.94069186046511
1996,10,0.26506710655737703,265353.1393442623,0.08764672131147541,0.528577868852459,119.07825409836066
1996,11,0.29598711829545454,254744.4090909091,0.12161931818181819,0.5442590909090909,113.79655681818181
1996,12,0.36123028275862074,262640.1034482759,0.05374827586206896,0.5947758620689655,116.88606896551724
1997,1,0.34250776693069307,232271.98844884487,0.09214306930693068,0.5694574257425743,117.40749174917492
1997,2,0.35169853536585366,222559.0,0.055349999999999996,0.46530365853658534,124.8468536585366
1997,3,0.27600906122448976,264382.1224489796,0.11085204081632653,0.5833265306122448,119.5429693877551
1997,4,0.2878185084210526,234645.44210526315,0.04757157894736842,0.6091557894736842,124.66531578947368
1997,5,0.29810355138888883,240464.00925925927,0.0720648148148148,0.4878851851851852,116.61744444444444
1997,6,0.3171046972477064,249001.09174311926,0.12398990825688073,0.5675284403669725,117.14847706422017
1997,7,0.36801367470588237,237238.86274509804,0.1012627450980392,0.5356686274509803,122.09735294117647
1997,8,0.34680664150943397,265219.5283018868,0.05296037735849056,0.46879811320754716,114.38708490566039
1997,9,0.2675609682432432,254377.68243243243,0.07333986486486486,0.5309,117.99332432432432
1997,10,0.21277226379562045,255021.1897810219,0.1405167883211679,0.5280656934306569,112.5441094890511
1997,11,0.24928531525423728,272736.77966101695,0.09239152542372882,0.5321762711864406,118.7299406779661
1997,12,0.34255714285714284,223095.2857142857,0.04478571428571428,0.5937142857142856,106.69128571428571
1998,1,0.2979711557992565,247474.89776951674,0.08420055762081785,0.5481598513011153,118.53692750929368
1998,2,0.28225443037974685,235550.20253164557,0.04939873417721519,0.541046835443038,119.83286075949367
1998,3,0.22518124888888888,260365.48888888888,0.09856777777777778,0.5574311111111111,117.67155555555556
1998,4,0.30805421052631576,260427.25263157894,0.12661789473684212,0.49965894736842104,117.65264210526315
1998,5,0.29473594731182795,234261.96774193548,0.11569032258064516,0.5021483870967742,116.67889247311828
1998,6,0.3563624166666666,232415.35416666666,0.08497604166666667,0.5669854166666667,113.69640625
1998,7,0.2221423777777778,235501.80555555556,0.09017777777777779,0.6065055555555555,120.22356481481482
1998,8,0.23739228877551022,277002.29591836734,0.12041734693877551,0.5354,114.64512244897959
1998,9,0.25378545157068066,246027.48691099478,0.11538638743455498,0.5070005235602094,119.66281675392669
1998,10,0.3007005435483871,239826.43548387097,0.08038467741935484,0.5841129032258064,118.86938709677419
1998,11,0.2489411520625,263572.21875,0.10013812500000001,0.539918125,121.84266875
1998,12,0.467732380952381,213895.80952380953,0.11218571428571429,0.7780571428571428,128.39871428571428
1999,1,0.2935192222371365,253819.85011185682,0.08723087248322146,0.5958306487695749,121.74721476510067
1999,2,0.21267064864864865,252335.0810810811,0.21278738738738737,0.5808189189189189,112.6165855855856
1999,3,0.24970314685185185,237993.2685185185,0.08470925925925926,0.5946046296296296,124.90368518518518
1999,4,0.2444462638888889,246837.13888888888,0.12180694444444444,0.5267791666666667,111.91547222222222
1999,5,0.3203379138738739,238370.26126126127,0.062324324324324325,0.4269216216216216,114.07352252252252
1999,6,0.2049338594117647,242007.14705882352,0.08363529411764706,0.5280723529411765,121.7201294117647
1999,7,0.35918435616438354,235446.1095890411,0.08157123287671232,0.6169191780821918,119.55752054794522
1999,8,0.31705865454545457,248739.80303030304,0.0939530303030303,0.5072454545454546,116.33519696969697
1999,9,0.38594931525423726,222500.28813559323,0.07251186440677966,0.5651389830508475,126.84040677966101
1999,10,0.2136698,244542.28658536586,0.10827682926829268,0.5754213414634146,119.3097743902439
1999,11,0.1548091746236559,257819.13978494622,0.11330645161290322,0.49597741935483874,114.52439247311828
1999,12,0.3521982630434783,250656.6739130435,0.15663913043478261,0.48305434782608697,116.52997826086957
2000,1,0.3172077295833333,241721.93333333332,0.085018125,0.5729958333333334,119.11559583333333
2000,2,0.2104535365789474,240833.13157894736,0.12019561403508772,0.6046236842105263,119.01312280701754
2000,3,0.35840060563380277,255258.6338028169,0.06213661971830985,0.553643661971831,115.62805633802817
2000,4,0.40372248,244893.25333333333,0.08730266666666667,0.5032506666666666,110.82482666666665
2000,5,0.1633262606837607,265630.4786324786,0.0964854700854701,0.5435564102564102,118.48410256410256
2000,6,0.206930818125,239967.046875,0.09929765625,0.563496875,123.0089453125
2000,7,0.3557241154285714,238511.98571428572,0.08867714285714286,0.4774328571428571,118.49888571428572
2000,8,0.33639863555555555,233867.4111111111,0.08595,0.5277811111111111,115.4717111111111
2000,9,0.3015883731896552,231450.8448275862,0.0736948275862069,0.5525344827586206,115.42405172413794
2000,10,0.23805554339622642,242462.68867924527,0.10949716981132075,0.5418320754716981,118.21375943396227
2000,11,0.3016379874324324,218328.52702702704,0.07386013513513513,0.5968797297297297,120.13337162162163
2000,12,0.42951958695652176,229704.78260869565,0.0951695652173913,0.5132282608695652,110.55780434782608
2001,1,0.2940014681787521,228360.22596964586,0.08769662731871838,0.6118961214165262,116.65125969645868
2001,2,0.16339972692307692,269385.28846153844,0.08783269230769232,0.599173076923077,122.49509615384615
2001,3,0.2760363753932584,236491.59550561797,0.07725842696629213,0.5285910112359551,117.06067415730337
2001,4,0.2615125725373134,230167.07462686568,0.07198358208955223,0.5317194029850746,122.38267164179103
2001,5,0.17891177289719626,257170.7476635514,0.11140934579439252,0.4843420560747663,119.84730841121495
2001,6,0.2601822718309859,226527.08450704225,0.06561830985915493,0.6122112676056338,118.27149295774647
2001,7,0.28425434285714285,233920.37142857144,0.059569523809523815,0.5454342857142858,116.30975238095238
2001,8,0.21782341313131312,254801.22222222222,0.09192222222222222,0.5134969696969697,118.21333333333334
2001,9,0.22710366375,240114.1375,0.135495625,0.521531875,114.40972500000001
2001,10,0.3358245488235294,251722.50735294117,0.08583161764705882,0.47250000000000003,121.86822794117649
2001,11,0.39240053284671533,246627.22627737228,0.07748759124087591,0.474992700729927,114.37413138686131
2001,12,0.24975280392156862,249767.8431372549,0.1313843137254902,0.6378999999999999,110.18929411764705
2002,1,0.29404065191570883,236875.63601532567,0.08438812260536399,0.6000113026819923,119.38858237547893
2002,2,0.38439300811965815,230190.4871794872,0.07400512820512821,0.4916820512820513,112.73505128205129
2002,3,0.24612020289855072,225219.89855072464,0.07123913043478261,0.5987057971014492,115.8066231884058
2002,4,0.3690943243243243,254960.7972972973,0.09543648648648649,0.5329486486486487,123.51537837837836
2002,5,0.3056910010526316,254052.07368421054,0.1271915789473684,0.455798947368421,121.24847368421052
2002,6,0.171229685,238587.80952380953,0.0719952380952381,0.5724388888888889,125.73981746031747
2002,7,0.19354444035211268,250192.14788732395,0.0630661971830986,0.4862345070422535,118.53159154929578
2002,8,0.32510467943925236,256194.52336448597,0.07058317757009346,0.5218065420560748,118.36139252336449
2002,9,0.35398638118811876,222572.9207920792,0.07216633663366337,0.5504405940594059,119.29218811881188
2002,10,0.1478845368503937,251922.70078740158,0.08030787401574803,0.5279795275590551,121.56677952755905
2002,11,0.25321418651685396,236101.16292134832,0.10051460674157303,0.5068606741573034,113.97380898876405
2002,12,0.37718499999999994,257340.0,0.1214,0.5243840909090909,116.9405681818182
2003,1,0.2715027175572519,238066.69465648854,0.09286564885496183,0.5929956106870229,121.42617366412215
2003,2,0.17608167708333333,244948.38541666666,0.15728645833333335,0.5880729166666666,114.72442708333334
2003,3,0.1971175562962963,233868.34074074074,0.08188814814814815,0.5372244444444445,127.30352592592591
2003,4,0.1624100603409091,236403.25,0.0884659090909091,0.44165227272727275,129.6650909090909
2003,5,0.18607915962616822,231703.1401869159,0.07233738317757009,0.44400467289719625,126.80311214953271
2003,6,0.24153420316239316,259524.4871794872,0.0829111111111111,0.522842735042735,119.52696581196582
2003,7,0.3109326089552239,226583.223880597,0.08504925373134328,0.40068358208955224,117.88531343283582
2003,8,0.19038191770833335,251416.41666666666,0.09665104166666666,0.5597322916666666,121.52499999999999
2003,9,0.2559095859259259,262074.67407407408,0.0752037037037037,0.5406896296296296,119.74714814814814
2003,10,0.2935255653225807,238789.16129032258,0.07297016129032258,0.5417016129032258,119.1123064516129
2003,11,0.2656346664606742,262072.5617977528,0.10659606741573034,0.4662123595505618,118.18799438202247
2003,12,0.342829511627907,222926.53488372092,0.17525813953488373,0.5393813953488372,116.57074418604653
2004,1,0.24464671346153846,235868.11204013377,0.08312709030100335,0.5528949832775919,121.56989632107023
2004,2,0.34395222417582416,238655.67032967033,0.1436824175824176,0.6074252747252747,118.64072527472528
2004,3,0.3069725757142857,231347.35714285713,0.12401,0.5492721428571429,119.17946428571429
2004,4,0.21374829402985074,240361.44776119402,0.07237910447761194,0.5516388059701492,125.02246268656718
2004,5,0.3893293340909091,232439.55681818182,0.07554318181818181,0.43209431818181815,122.28211363636365
2004,6,0.23816856637254905,222599.86274509804,0.06686078431372548,0.47340882352941177,126.69966666666667
2004,7,0.253878575,248504.5612244898,0.09417244897959183,0.5494714285714286,118.82702040816328
2004,8,0.27041260729729727,256526.7207207207,0.09616576576576577,0.48534324324324324,122.76742342342342
2004,9,0.18386016376811595,257581.03623188406,0.07683478260869565,0.508345652173913,131.74121739130436
